serror_rate,srv_serror_rate,same_srv_rate,dst_host_srv_count,dst_host_same_srv_rate,dst_host_serror_rate,dst_host_srv_serror_rate,flag,class
1.0,1.0,0.27,62,0.24,1.0,1.0,S0,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,1,0.02,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
1.0,1.0,0.07,16,0.06,1.0,1.0,S0,anomaly
0.0,0.0,0.01,1,0.0,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,0.0,1,0.0,0.0,0.0,REJ,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,0.09,6,0.02,0.0,0.0,REJ,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,18,0.08,0.03,0.0,SF,anomaly
0.0,0.0,0.03,8,0.03,0.0,0.0,REJ,anomaly
0.0,0.0,1.0,58,0.17,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,245,0.96,0.0,0.0,SF,normal
0.5,0.5,1.0,255,1.0,0.0,0.0,SF,normal
1.0,1.0,1.0,1,0.0,0.96,1.0,SH,anomaly
0.07,0.0,0.0,1,0.0,0.08,0.0,REJ,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
1.0,1.0,0.1,12,0.05,1.0,1.0,S0,anomaly
0.0,0.0,1.0,128,0.65,0.0,0.0,SF,normal
0.0,0.0,1.0,44,0.18,0.0,0.0,SF,normal
1.0,1.0,0.08,20,0.08,1.0,1.0,S0,anomaly
1.0,1.0,0.01,2,0.01,1.0,1.0,S0,anomaly
0.0,0.0,1.0,134,0.99,0.0,0.0,SF,normal
1.0,1.0,0.0,7,0.03,1.0,1.0,S0,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
1.0,1.0,0.07,13,0.05,1.0,1.0,S0,anomaly
0.0,0.0,0.08,19,0.07,0.0,0.0,REJ,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,208,1.0,0.0,0.0,SF,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,230,0.89,0.0,0.0,SF,normal
1.0,1.0,0.05,1,0.0,1.0,1.0,S0,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
1.0,1.0,0.05,12,0.05,1.0,1.0,S0,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
1.0,1.0,0.1,11,0.04,1.0,1.0,S0,anomaly
0.0,0.0,1.0,61,1.0,0.0,0.0,SF,anomaly
0.0,0.0,1.0,57,1.0,0.0,0.0,SF,normal
0.0,0.0,0.17,19,0.07,0.0,0.0,RSTO,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.01,SF,normal
1.0,1.0,0.11,24,0.09,1.0,1.0,S0,anomaly
0.0,0.0,0.03,8,0.03,0.0,0.0,REJ,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,0.25,1,0.01,0.01,0.0,SF,anomaly
0.0,0.0,1.0,37,0.28,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,0.06,15,0.06,0.0,0.0,RSTO,anomaly
0.0,0.0,1.0,254,1.0,0.0,0.0,SF,normal
1.0,1.0,0.08,11,0.04,1.0,1.0,S0,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
1.0,1.0,0.06,17,0.07,1.0,1.0,S0,anomaly
0.0,0.0,1.0,207,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,254,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,117,0.46,0.0,0.0,SF,normal
0.2,0.0,0.2,1,0.0,0.0,0.0,SF,normal
1.0,1.0,0.07,3,0.01,1.0,1.0,S0,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
1.0,1.0,0.2,24,0.09,1.0,1.0,S0,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
1.0,1.0,0.11,17,0.07,1.0,1.0,S0,anomaly
1.0,1.0,0.0,1,0.0,1.0,1.0,S0,anomaly
1.0,1.0,0.07,19,0.07,1.0,1.0,S0,anomaly
0.0,0.0,1.0,15,1.0,0.0,0.0,SF,anomaly
0.0,0.0,1.0,196,1.0,0.0,0.01,SF,normal
1.0,1.0,0.03,5,0.02,1.0,1.0,S0,anomaly
1.0,1.0,0.04,4,0.02,1.0,1.0,S0,anomaly
0.01,0.0,0.01,1,0.0,0.0,0.0,REJ,anomaly
0.0,0.0,1.0,93,0.7,0.0,0.0,SF,normal
0.0,0.0,1.0,2,0.04,0.0,0.0,REJ,anomaly
0.0,0.0,1.0,14,0.05,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
1.0,1.0,0.12,14,0.05,1.0,1.0,S0,anomaly
1.0,1.0,0.09,14,0.05,1.0,1.0,S0,anomaly
1.0,1.0,0.01,3,0.01,1.0,1.0,S0,anomaly
0.0,0.0,1.0,40,0.92,0.0,0.0,SF,normal
0.0,0.0,1.0,69,0.27,0.5,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.01,REJ,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
1.0,1.0,0.33,41,0.16,1.0,1.0,S0,anomaly
0.0,0.0,0.01,2,0.01,0.0,0.0,RSTO,anomaly
1.0,1.0,0.02,4,0.02,1.0,1.0,S0,anomaly
0.0,0.0,1.0,94,1.0,0.0,0.0,SF,anomaly
0.0,0.0,1.0,253,0.99,0.0,0.0,SF,normal
0.06,0.0,0.06,1,0.01,0.01,0.0,SF,normal
0.0,0.0,0.5,2,0.01,0.0,0.0,SF,normal
0.0,0.0,0.09,12,0.05,0.0,0.0,RSTO,anomaly
0.0,0.0,1.0,8,0.06,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,1,0.0,0.0,0.0,SF,normal
1.0,1.0,0.07,18,0.09,0.93,1.0,S0,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,219,1.0,0.0,0.0,SF,anomaly
0.0,0.0,0.5,1,0.0,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
1.0,1.0,0.14,8,0.03,1.0,1.0,S0,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,194,0.87,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.01,0.0,SF,normal
1.0,1.0,0.23,14,0.05,1.0,1.0,S0,anomaly
0.0,0.0,0.99,159,0.8,0.0,0.0,SF,normal
1.0,1.0,0.1,14,0.05,1.0,1.0,S0,anomaly
1.0,1.0,0.03,4,0.02,1.0,1.0,S0,anomaly
1.0,1.0,0.07,11,0.04,1.0,1.0,S0,anomaly
0.0,0.06,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,95,0.97,0.0,0.0,SF,normal
0.0,0.0,1.0,16,1.0,0.0,0.0,SF,anomaly
0.0,0.0,1.0,2,0.01,0.0,0.0,RSTR,anomaly
1.0,1.0,0.24,62,0.24,1.0,1.0,S0,anomaly
1.0,1.0,0.07,16,0.06,1.0,1.0,S0,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,0.02,4,0.02,0.0,0.0,REJ,anomaly
1.0,1.0,0.03,19,0.07,1.0,1.0,S0,anomaly
0.0,0.0,1.0,45,0.18,0.0,0.0,SF,normal
1.0,1.0,0.06,14,0.05,1.0,1.0,S0,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,254,1.0,0.0,0.0,SF,normal
0.0,0.0,0.5,1,0.0,0.0,0.0,REJ,anomaly
0.0,0.0,1.0,187,0.64,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.01,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
1.0,1.0,0.24,58,0.23,1.0,1.0,S0,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,139,0.67,0.01,0.01,SF,normal
0.0,0.0,1.0,39,1.0,0.0,0.0,SF,anomaly
1.0,1.0,0.06,4,0.02,1.0,1.0,S0,anomaly
0.0,0.0,1.0,1,0.0,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.15,0.0,0.02,1,0.0,0.03,0.0,REJ,anomaly
0.0,0.0,1.0,229,0.9,0.0,0.0,SF,normal
1.0,1.0,0.01,13,0.05,1.0,1.0,S0,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,83,0.35,0.0,0.12,SF,normal
0.0,0.0,1.0,103,1.0,0.0,0.0,SF,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.99,1.0,0.01,13,0.05,1.0,1.0,S0,anomaly
1.0,1.0,0.14,20,0.08,1.0,1.0,S0,anomaly
0.0,0.0,0.09,21,0.08,0.0,0.0,REJ,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
1.0,1.0,0.03,7,0.03,1.0,1.0,S0,anomaly
0.0,0.0,1.0,97,1.0,0.0,0.01,SF,normal
1.0,1.0,0.02,5,0.02,1.0,1.0,S0,anomaly
1.0,1.0,0.13,19,0.07,1.0,1.0,S0,anomaly
0.0,0.0,1.0,27,0.11,0.81,0.0,SF,normal
0.0,0.0,1.0,173,0.79,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,244,0.97,0.0,0.0,SF,normal
0.0,0.0,1.0,247,1.0,0.0,0.0,REJ,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,5,0.06,0.0,0.0,SF,normal
0.0,0.0,0.1,10,0.04,0.0,0.0,REJ,anomaly
0.0,0.0,1.0,101,0.4,0.01,0.02,SF,normal
1.0,1.0,0.07,8,0.03,1.0,1.0,S0,anomaly
1.0,1.0,0.52,53,0.21,1.0,1.0,S0,anomaly
1.0,1.0,0.04,18,0.07,1.0,1.0,S0,anomaly
1.0,1.0,1.0,1,0.0,0.96,1.0,SH,anomaly
0.0,0.0,1.0,10,0.04,0.0,0.0,SF,normal
1.0,1.0,0.05,3,0.01,1.0,1.0,S0,anomaly
0.0,0.0,1.0,254,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
1.0,1.0,0.51,62,0.24,1.0,1.0,S0,anomaly
1.0,1.0,1.0,248,0.97,0.02,0.02,S2,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,223,0.87,0.0,0.0,SF,normal
0.0,0.0,1.0,53,1.0,0.0,0.0,SF,anomaly
0.0,0.0,1.0,29,1.0,0.0,0.0,SF,anomaly
0.0,0.0,1.0,56,1.0,0.0,0.0,SF,anomaly
0.0,0.0,1.0,137,0.54,0.01,0.0,SF,anomaly
1.0,1.0,0.02,3,0.01,1.0,1.0,S0,anomaly
1.0,1.0,0.07,10,0.04,1.0,1.0,S0,anomaly
0.0,0.0,0.03,1,0.0,0.0,0.0,REJ,anomaly
0.0,0.0,1.0,51,0.2,0.62,0.0,SF,normal
0.0,0.0,1.0,107,0.73,0.0,0.0,SF,normal
1.0,1.0,0.16,62,0.24,1.0,1.0,S0,anomaly
0.0,0.0,1.0,90,0.53,0.01,0.01,SF,normal
0.0,0.0,1.0,196,0.81,0.0,0.0,SF,normal
1.0,1.0,0.05,12,0.05,1.0,1.0,S0,anomaly
1.0,1.0,0.28,58,0.23,1.0,1.0,S0,anomaly
0.0,0.0,1.0,34,0.81,0.0,0.0,SF,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,131,1.0,0.0,0.0,SF,anomaly
0.0,0.0,0.12,8,0.03,0.0,0.0,REJ,anomaly
0.07,0.0,0.0,1,0.0,0.1,0.0,REJ,anomaly
0.0,0.0,1.0,231,0.98,0.0,0.0,SF,normal
0.0,0.0,1.0,242,0.95,0.0,0.0,SF,normal
0.0,0.0,1.0,1,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,14,1.0,0.0,0.0,SF,anomaly
1.0,1.0,0.17,20,0.08,1.0,1.0,S0,anomaly
1.0,1.0,0.43,56,0.22,1.0,1.0,S0,anomaly
0.0,0.0,0.27,15,0.06,0.1,0.0,SF,anomaly
0.0,0.0,1.0,173,1.0,0.0,0.0,SF,anomaly
1.0,1.0,0.23,10,0.17,0.96,0.6,S0,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,REJ,normal
1.0,1.0,0.1,23,0.09,1.0,1.0,S0,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
1.0,1.0,0.17,25,0.1,1.0,1.0,S0,anomaly
1.0,1.0,0.06,18,0.07,1.0,1.0,S0,anomaly
0.0,0.0,1.0,87,0.56,0.1,0.0,SF,normal
0.12,0.12,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,0.07,15,0.06,0.0,0.0,RSTO,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,32,1.0,0.0,0.0,SF,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.01,SF,normal
0.0,0.0,1.0,23,1.0,0.0,0.0,SF,anomaly
1.0,1.0,0.1,23,0.09,1.0,1.0,S0,anomaly
0.0,0.0,1.0,254,1.0,0.0,0.0,SF,normal
1.0,1.0,0.14,19,0.07,1.0,1.0,S0,anomaly
0.7,0.5,0.01,2,0.01,0.42,0.5,RSTOS0,anomaly
0.0,0.0,1.0,162,0.62,0.0,0.0,SF,normal
0.0,0.0,1.0,254,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,12,0.15,0.0,0.0,SF,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,2,0.01,0.0,0.0,RSTR,anomaly
0.0,0.0,0.07,8,0.03,0.0,0.0,REJ,anomaly
1.0,1.0,0.08,2,0.01,1.0,1.0,S0,anomaly
1.0,1.0,0.3,39,0.15,1.0,1.0,S0,anomaly
1.0,1.0,0.14,20,0.08,1.0,1.0,S0,anomaly
1.0,1.0,0.07,5,0.02,1.0,1.0,S0,anomaly
1.0,1.0,0.09,25,0.1,1.0,1.0,S0,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,150,0.59,0.0,0.0,SF,anomaly
1.0,1.0,0.21,60,0.24,1.0,1.0,S0,anomaly
0.0,0.0,0.01,1,0.0,0.0,0.0,SF,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.13,0.0,0.0,1,0.0,0.16,0.0,REJ,anomaly
0.06,0.04,1.0,255,1.0,0.03,0.02,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,91,1.0,0.0,0.0,SF,anomaly
0.0,0.0,1.0,132,0.72,0.0,0.0,SF,normal
0.0,0.0,1.0,254,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,26,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
1.0,1.0,0.02,4,0.02,1.0,1.0,S0,anomaly
0.0,0.0,1.0,166,0.92,0.0,0.01,SF,normal
1.0,1.0,0.01,20,0.08,1.0,1.0,S0,anomaly
0.0,0.0,1.0,244,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,87,0.34,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,0.07,6,0.02,0.0,0.0,REJ,anomaly
1.0,1.0,0.03,7,0.03,1.0,1.0,S0,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,20,1.0,0.0,0.0,SF,normal
0.72,0.0,0.28,38,0.15,0.09,0.0,SF,anomaly
1.0,1.0,0.03,7,0.03,1.0,1.0,S0,anomaly
1.0,1.0,0.3,25,0.1,1.0,1.0,S0,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,0.01,2,0.01,0.0,0.0,RSTO,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,REJ,normal
1.0,1.0,0.04,3,0.01,1.0,1.0,S0,anomaly
1.0,1.0,0.07,20,0.08,1.0,1.0,S0,anomaly
1.0,1.0,0.06,6,0.02,1.0,1.0,S0,anomaly
0.0,0.0,1.0,2,0.01,0.0,0.0,RSTR,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,7,0.17,0.0,0.0,SF,normal
0.0,0.0,1.0,249,1.0,0.0,0.0,REJ,normal
1.0,1.0,0.0,1,0.0,1.0,1.0,S0,anomaly
0.0,0.0,1.0,10,0.62,0.0,0.0,SF,normal
0.0,0.0,0.12,17,0.07,0.0,0.0,REJ,anomaly
0.0,0.0,1.0,2,0.01,0.0,0.0,RSTR,anomaly
0.0,0.0,1.0,148,0.8,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,0.05,13,0.05,0.0,0.0,REJ,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
1.0,1.0,0.08,18,0.07,1.0,1.0,S0,anomaly
0.0,0.0,0.99,147,0.79,0.0,0.0,SF,normal
1.0,1.0,0.08,22,0.09,1.0,1.0,S0,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
1.0,1.0,0.03,9,0.04,1.0,1.0,S0,anomaly
1.0,1.0,0.5,61,0.24,1.0,1.0,S0,anomaly
0.0,0.0,1.0,23,1.0,0.0,0.0,SF,anomaly
0.0,0.0,1.0,132,0.56,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,89,0.29,0.0,0.01,SF,normal
0.0,0.0,1.0,29,0.78,0.0,0.0,SF,normal
1.0,1.0,0.09,19,0.07,1.0,1.0,S0,anomaly
0.0,0.0,1.0,26,0.96,0.0,0.0,SF,normal
1.0,1.0,0.02,1,0.0,1.0,1.0,S0,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
1.0,1.0,0.13,24,0.09,1.0,1.0,S0,anomaly
1.0,1.0,0.02,4,0.02,1.0,1.0,S0,anomaly
1.0,1.0,0.05,13,0.05,1.0,1.0,S0,anomaly
1.0,1.0,0.05,13,0.05,1.0,1.0,S0,anomaly
1.0,1.0,0.27,13,0.05,1.0,1.0,S0,anomaly
0.0,0.0,1.0,91,0.36,0.0,0.0,SF,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
1.0,1.0,0.01,3,0.01,1.0,1.0,S0,anomaly
0.0,0.0,1.0,254,1.0,0.0,0.0,SF,normal
0.97,1.0,0.32,9,0.04,1.0,1.0,S0,anomaly
0.06,0.0,0.0,1,0.0,0.05,0.0,REJ,anomaly
1.0,1.0,0.03,5,0.02,1.0,1.0,S0,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,RSTR,anomaly
1.0,1.0,0.25,65,0.25,1.0,1.0,S0,anomaly
0.0,0.0,1.0,7,0.64,0.09,0.14,RSTR,normal
0.0,0.0,1.0,87,0.34,0.08,0.0,SF,anomaly
0.0,0.0,0.07,20,0.08,0.0,0.0,RSTO,anomaly
1.0,1.0,0.07,19,0.07,1.0,1.0,S0,anomaly
1.0,1.0,0.08,22,0.09,1.0,1.0,S0,anomaly
0.0,0.0,1.0,163,0.64,0.0,0.0,SF,normal
0.0,0.0,1.0,197,0.77,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
1.0,1.0,0.06,19,0.07,1.0,1.0,S0,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,129,1.0,0.0,0.0,REJ,normal
0.0,0.0,1.0,6,0.02,0.0,0.0,SF,normal
0.0,0.0,1.0,2,0.01,0.0,0.0,RSTR,anomaly
1.0,1.0,0.04,10,0.04,1.0,1.0,S0,anomaly
0.0,0.0,0.09,9,0.04,0.0,0.0,RSTO,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
1.0,1.0,0.12,18,0.07,1.0,1.0,S0,anomaly
0.16,0.0,0.02,1,0.0,0.03,0.0,REJ,anomaly
0.0,0.0,0.01,1,0.0,0.0,0.0,REJ,anomaly
1.0,1.0,0.03,7,0.03,1.0,1.0,S0,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.02,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
1.0,1.0,0.06,17,0.07,1.0,1.0,S0,anomaly
0.0,0.0,1.0,129,0.89,0.0,0.0,SF,normal
1.0,1.0,0.04,10,0.04,1.0,1.0,S0,anomaly
0.0,0.0,0.99,199,0.78,0.0,0.0,SF,normal
0.0,0.0,1.0,31,1.0,0.0,0.0,SF,anomaly
0.0,0.0,1.0,18,0.07,0.15,0.0,SF,anomaly
1.0,1.0,0.01,5,0.02,1.0,1.0,S0,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
1.0,1.0,0.14,9,0.04,1.0,1.0,S0,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,179,0.58,0.0,0.0,SF,normal
0.0,0.0,1.0,254,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
1.0,1.0,0.1,10,0.04,1.0,1.0,S0,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,1,1.0,0.0,0.0,SF,anomaly
0.0,0.0,0.06,17,0.07,0.0,0.0,REJ,anomaly
0.0,0.0,1.0,44,0.83,0.0,0.0,SF,normal
0.0,0.0,1.0,55,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,0.04,12,0.05,0.0,0.0,RSTO,anomaly
0.0,0.0,1.0,254,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,243,1.0,0.0,0.0,SF,anomaly
1.0,1.0,0.01,15,0.06,1.0,1.0,S0,anomaly
1.0,1.0,0.03,10,0.04,1.0,1.0,S0,anomaly
1.0,1.0,0.0,1,0.0,1.0,1.0,S0,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,13,0.07,0.0,0.0,SF,normal
0.0,0.0,1.0,1,0.33,0.0,0.0,RSTO,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,101,0.4,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
1.0,1.0,0.08,20,0.08,1.0,1.0,S0,anomaly
0.0,0.0,1.0,5,0.14,0.0,0.0,SF,anomaly
1.0,1.0,0.1,14,0.05,1.0,1.0,S0,anomaly
0.0,0.0,1.0,110,0.43,0.0,0.0,SF,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,REJ,normal
1.0,1.0,0.0,1,0.0,1.0,1.0,S0,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
1.0,1.0,0.07,19,0.07,1.0,1.0,S0,anomaly
1.0,1.0,0.06,16,0.06,1.0,1.0,S0,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,anomaly
0.0,0.08,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
1.0,1.0,0.25,65,0.25,1.0,1.0,S0,anomaly
1.0,1.0,0.1,13,0.34,1.0,1.0,S0,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,226,0.89,0.0,0.0,SF,normal
0.0,0.0,1.0,31,0.12,0.0,0.0,SF,normal
1.0,1.0,0.06,13,0.05,1.0,1.0,S0,anomaly
0.0,0.0,0.03,7,0.03,0.0,0.0,REJ,anomaly
0.0,0.0,0.14,19,0.07,0.0,0.0,RSTO,anomaly
0.0,0.0,1.0,104,0.57,0.0,0.0,SF,normal
0.0,0.0,1.0,241,0.94,0.0,0.0,SF,normal
1.0,1.0,0.07,19,0.07,1.0,1.0,S0,anomaly
0.0,0.0,1.0,89,0.17,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,254,1.0,0.0,0.0,SF,normal
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,normal
1.0,1.0,0.07,16,0.06,1.0,1.0,S0,anomaly
0.0,0.0,1.0,255,1.0,0.0,0.0,SF,anomaly
1.0,1.0,0.07,12,0.05,1.0,1.0,S0,anomaly
1.0,1.0,1.0,35,0.16,0.0,0.03,S1,normal
1.0,1.0,0.06,18,0.07,1.0,1.0,S0,anomaly
1.0,1.0,1.0,255,1.0,0.0,0.0,S1,normal
0.0,0.0,1.0,7,0.02,0.0,0.0,SF,normal
0.0,0.0,0.99,155,0.8,0.0,0.0,SF,normal
1.0,1.0,0.05,14,0.05,1.0,1.0,S0,anomaly
0.0,0.0,0.5,25,0.2,0.0,0.0,SF,normal
